glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(198.486, 182.024, 381.762), 6.15325
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(53.9253, 190.095, 387.916), 4.60039
glm::vec3(171.664, 80.8987, 341.541),   glm::vec3(231.057, 188.892, 200.017), 0.809283
glm::vec3(55.65, 113.917, 432.068),   glm::vec3(231.057, 188.892, 200.017), 3.9331
glm::vec3(89.7916, 140.106, 497.582),   glm::vec3(230.687, 171.576, 448.266), 1.18218
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(61.8618, 199.153, 275.817), 1.69332
glm::vec3(69.6669, 227.804, 222.338),   glm::vec3(153.346, 70.9915, 178.452), 3.16504
glm::vec3(14.5514, 226.497, 179.626),   glm::vec3(14.5514, 226.497, 179.626), 0
glm::vec3(121.91, 24.556, 450.643),   glm::vec3(230.687, 171.576, 448.266), 1.82444
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(91.3066, 254.844, 135.799), 3.07596
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(109.578, 33.7373, 267.997), 5.36035
glm::vec3(61.8618, 199.153, 275.817),   glm::vec3(204.267, 213.987, 162.689), 3.40982
glm::vec3(149.244, 203.655, 410.358),   glm::vec3(231.057, 188.892, 200.017), 6.05656
glm::vec3(91.3066, 254.844, 135.799),   glm::vec3(222.642, 65.7253, 197.313), 2.85644
glm::vec3(153.346, 70.9915, 178.452),   glm::vec3(251.82, 72.4938, 304.411), 1.68465
glm::vec3(69.6669, 227.804, 222.338),   glm::vec3(91.3066, 254.844, 135.799), 2.52709
glm::vec3(230.687, 171.576, 448.266),   glm::vec3(149.244, 203.655, 410.358), 1.68127
glm::vec3(23.6885, 250.857, 23.0869),   glm::vec3(188.312, 195.976, 131.924), 1.30442
glm::vec3(122.199, 83.7389, 162.485),   glm::vec3(231.057, 188.892, 200.017), 4.47922
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(53.9253, 190.095, 387.916), 4.46753
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(172.365, 165.143, 62.0602), 3.18882
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(91.3066, 254.844, 135.799), 5.87622
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(55.65, 113.917, 432.068), 2.09193
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(149.244, 203.655, 410.358), 5.47214
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(69.6669, 227.804, 222.338), 2.71074
glm::vec3(14.5514, 226.497, 179.626),   glm::vec3(77.7591, 91.6073, 25.38), 1.94131
glm::vec3(69.6669, 227.804, 222.338),   glm::vec3(53.9253, 190.095, 387.916), 0.508936
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(122.199, 83.7389, 162.485), 0.654029
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(6.33765, 200.276, 390.582), 2.46898
glm::vec3(171.664, 80.8987, 341.541),   glm::vec3(198.486, 182.024, 381.762), 2.68447
glm::vec3(27.1118, 81.7903, 449.426),   glm::vec3(91.3066, 254.844, 135.799), 4.82244
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(171.664, 80.8987, 341.541), 1.81193
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(198.486, 182.024, 381.762), 2.91099
glm::vec3(153.346, 70.9915, 178.452),   glm::vec3(61.8618, 199.153, 275.817), 4.32244
glm::vec3(121.91, 24.556, 450.643),   glm::vec3(198.486, 182.024, 381.762), 5.48887
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(125.752, 58.5111, 98.2787), 0
glm::vec3(171.664, 80.8987, 341.541),   glm::vec3(153.346, 70.9915, 178.452), 0.568991
glm::vec3(55.65, 113.917, 432.068),   glm::vec3(91.3066, 254.844, 135.799), 2.48977
glm::vec3(121.91, 24.556, 450.643),   glm::vec3(14.5514, 226.497, 179.626), 8.91141
glm::vec3(173.463, 90.1687, 145.689),   glm::vec3(153.346, 70.9915, 178.452), 0.499643
glm::vec3(27.1118, 81.7903, 449.426),   glm::vec3(53.9253, 190.095, 387.916), 0.97219
glm::vec3(91.3066, 254.844, 135.799),   glm::vec3(231.057, 188.892, 200.017), 0.377702
glm::vec3(61.8618, 199.153, 275.817),   glm::vec3(122.199, 83.7389, 162.485), 3.32114
glm::vec3(14.5514, 226.497, 179.626),   glm::vec3(53.9253, 190.095, 387.916), 3.88528
glm::vec3(69.6669, 227.804, 222.338),   glm::vec3(189.915, 74.7198, 236.119), 0.585708
glm::vec3(230.687, 171.576, 448.266),   glm::vec3(109.578, 33.7373, 267.997), 2.41796
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(188.312, 195.976, 131.924), 0.368001
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(6.33765, 200.276, 390.582), 0
glm::vec3(198.486, 182.024, 381.762),   glm::vec3(121.91, 24.556, 450.643), 2.36351
glm::vec3(198.486, 182.024, 381.762),   glm::vec3(61.8618, 199.153, 275.817), 4.96827


glm::vec3(125.752, 58.5111, 98.2787)  glm::vec3(173.463, 90.1687, 145.689), 0.371695
glm::vec3(251.82, 72.4938, 304.411)  glm::vec3(222.642, 65.7253, 197.313), 0.556035
glm::vec3(149.244, 203.655, 410.358)  glm::vec3(251.82, 72.4938, 304.411), 0.986786
glm::vec3(69.6669, 227.804, 222.338)  glm::vec3(189.915, 74.7198, 236.119), 0.975761
glm::vec3(173.463, 90.1687, 145.689)  glm::vec3(240.117, 92.3662, 179.167), 0.373109
glm::vec3(171.664, 80.8987, 341.541)  glm::vec3(198.486, 182.024, 381.762), 0.560435
glm::vec3(240.117, 92.3662, 179.167)  glm::vec3(198.486, 182.024, 381.762), 1.12712
glm::vec3(6.33765, 200.276, 390.582)  glm::vec3(69.6669, 227.804, 222.338), 0.909317
glm::vec3(117.638, 72.4698, 156.952)  glm::vec3(91.3066, 254.844, 135.799), 0.927375
glm::vec3(122.199, 83.7389, 162.485)  glm::vec3(222.642, 65.7253, 197.313), 0.539129
glm::vec3(91.3066, 254.844, 135.799)  glm::vec3(231.057, 188.892, 200.017), 0.836715
glm::vec3(231.057, 188.892, 200.017)  glm::vec3(171.664, 80.8987, 341.541), 0.938338
glm::vec3(222.642, 65.7253, 197.313)  glm::vec3(173.463, 90.1687, 145.689), 0.376867
glm::vec3(109.578, 33.7373, 267.997)  glm::vec3(188.312, 195.976, 131.924), 1.12956
glm::vec3(14.5514, 226.497, 179.626)  glm::vec3(61.8618, 199.153, 275.817), 0.553147
glm::vec3(53.9253, 190.095, 387.916)  glm::vec3(69.6669, 227.804, 222.338), 0.852726
glm::vec3(153.346, 70.9915, 178.452)  glm::vec3(173.463, 90.1687, 145.689), 0.21482
glm::vec3(121.91, 24.556, 450.643)  glm::vec3(240.117, 92.3662, 179.167), 1.5188
glm::vec3(23.6885, 250.857, 23.0869)  glm::vec3(77.7591, 91.6073, 25.38), 0.84097
glm::vec3(89.7916, 140.106, 497.582)  glm::vec3(230.687, 171.576, 448.266), 0.762789
glm::vec3(189.915, 74.7198, 236.119)  glm::vec3(251.82, 72.4938, 304.411), 0.461004
glm::vec3(55.65, 113.917, 432.068)  glm::vec3(231.057, 188.892, 200.017), 1.50197
glm::vec3(198.486, 182.024, 381.762)  glm::vec3(188.312, 195.976, 131.924), 1.25217
glm::vec3(187.733, 122.398, 281.95)  glm::vec3(222.642, 65.7253, 197.313), 0.538372
glm::vec3(61.8618, 199.153, 275.817)  glm::vec3(117.638, 72.4698, 156.952), 0.912255
glm::vec3(188.312, 195.976, 131.924)  glm::vec3(23.6885, 250.857, 23.0869), 1.02419
glm::vec3(69.833, 201.968, 196.678)  glm::vec3(122.199, 83.7389, 162.485), 0.668757
glm::vec3(172.365, 165.143, 62.0602)  glm::vec3(14.5514, 226.497, 179.626), 1.03067
glm::vec3(230.687, 171.576, 448.266)  glm::vec3(198.486, 182.024, 381.762), 0.37312
glm::vec3(204.267, 213.987, 162.689)  glm::vec3(188.312, 195.976, 131.924), 0.195287
glm::vec3(27.1118, 81.7903, 449.426)  glm::vec3(53.9253, 190.095, 387.916), 0.637032


glm::vec3(77.7591, 91.6073, 25.38)
glm::vec3(125.752, 58.5111, 98.2787)
glm::vec3(251.82, 72.4938, 304.411)
glm::vec3(149.244, 203.655, 410.358)
glm::vec3(69.6669, 227.804, 222.338)
glm::vec3(173.463, 90.1687, 145.689)
glm::vec3(171.664, 80.8987, 341.541)
glm::vec3(240.117, 92.3662, 179.167)
glm::vec3(6.33765, 200.276, 390.582)
glm::vec3(117.638, 72.4698, 156.952)
glm::vec3(122.199, 83.7389, 162.485)
glm::vec3(91.3066, 254.844, 135.799)
glm::vec3(231.057, 188.892, 200.017)
glm::vec3(222.642, 65.7253, 197.313)
glm::vec3(109.578, 33.7373, 267.997)
glm::vec3(14.5514, 226.497, 179.626)
glm::vec3(53.9253, 190.095, 387.916)
glm::vec3(153.346, 70.9915, 178.452)
glm::vec3(121.91, 24.556, 450.643)
glm::vec3(23.6885, 250.857, 23.0869)
glm::vec3(89.7916, 140.106, 497.582)
glm::vec3(189.915, 74.7198, 236.119)
glm::vec3(55.65, 113.917, 432.068)
glm::vec3(198.486, 182.024, 381.762)
glm::vec3(187.733, 122.398, 281.95)
glm::vec3(61.8618, 199.153, 275.817)
glm::vec3(188.312, 195.976, 131.924)
glm::vec3(69.833, 201.968, 196.678)
glm::vec3(172.365, 165.143, 62.0602)
glm::vec3(230.687, 171.576, 448.266)
glm::vec3(204.267, 213.987, 162.689)
glm::vec3(27.1118, 81.7903, 449.426)
